기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),일사(MJ/m2),3시간신적설(cm),전운량(10분위),시간,노면상태
-1.0,2.7,2.4,90.0,5.1,-2.6,0.0,2.0,10.0,0,1.0
-1.3,3.1333333333333333,1.6,91.0,5.033333333333333,-2.7333333333333334,0.0,1.8333333333333333,10.0,1,1.0
-1.5,3.566666666666667,0.8,90.0,4.966666666666667,-2.8666666666666667,0.0,1.6666666666666667,10.0,2,1.0
-1.5,4.0,1.1,91.0,4.9,-3.0,0.0,1.5,10.0,3,1.0
-1.5,3.5,1.4,91.0,4.866666666666667,-3.066666666666667,0.0,1.2666666666666666,10.0,4,1.0
-1.5,3.0,2.0,90.0,4.833333333333333,-3.1333333333333333,0.0,1.0333333333333334,10.0,5,1.0
-1.6,2.5,3.0,90.0,4.8,-3.2,0.0,0.8,10.0,6,1.0
-1.6,1.9666666666666668,3.1,90.0,4.566666666666666,-3.966666666666667,0.0,0.7000000000000001,10.0,7,1.0
-1.7,1.4333333333333331,2.1,86.0,4.333333333333333,-4.733333333333333,0.0,0.6,6.0,8,1.0
-2.2,0.9,3.8,80.0,4.1,-5.5,0.04,0.5,5.0,9,1.0
-0.8,0.0,4.3,62.0,3.5666666666666664,-7.3,0.67,0.0,4.0,11,1.0
0.8,0.0,5.4,52.0,3.4,-7.7,1.78,0.0,4.0,15,1.0
-2.5,0.0,1.9,57.0,2.8,-10.2,0.0,0.0,0.0,0,1.0
-3.0,0.0,1.8,50.0,2.4,-12.4,0.0,0.0,0.0,3,1.0
1.1,1.5,1.0,87.0,5.9,-0.6,0.04,1.0,10.0,12,1.0
1.3,1.8333333333333333,2.7,85.0,5.933333333333334,-0.5,0.89,0.6833333333333333,10.0,13,1.0
1.7,0.0,1.2,72.0,4.733333333333333,-3.5,0.0,0.0,0.3333333333333333,23,1.0
-1.6,0.0,2.2,83.0,4.733333333333333,-3.6,0.0,0.0,0.0,7,1.0
-7.1,0.0,2.7,40.0,1.4,-18.4,0.0,0.0,0.0,7,1.0
-4.7,0.0,0.0,59.0,2.5,-11.5,0.0,0.0,0.6666666666666666,1,1.0
-4.5,0.0,2.8,63.0,2.8,-10.4,0.0,0.0,5.0,6,1.0
6.0,0.35,4.3,72.0,6.7,1.3,0.0,0.0,10.0,23,1.0
4.3,0.0,2.0,61.0,5.1,-2.5,0.0,0.0,0.0,5,1.0
3.5,0.0,2.5,63.0,5.0,-2.8,0.0,0.0,0.0,6,1.0
4.0,0.0,4.8,36.0,2.9,-9.7,1.01,0.0,0.0,10,1.0
-11.7,0.0,2.4,48.0,1.2,-20.5,0.0,0.0,0.0,0,1.0
-6.7,0.0166666666666666,3.4,55.0,2.0,-14.2,0.0,0.0,8.0,7,1.0
-5.8,0.05,3.0,60.0,2.4,-12.3,0.08,0.0,10.0,9,1.0
-3.1,0.1,3.0,74.0,3.6,-7.0,0.53,0.3,10.0,12,1.0
-1.2,0.0833333333333333,3.2,69.0,3.9,-6.1,1.32,0.0,4.0,13,1.0
1.0,0.0666666666666666,2.3,64.0,4.2,-5.0,0.51,0.2333333333333333,3.0,16,1.0
0.3,0.1,2.6,79.0,4.9,-2.9,0.0,0.7,10.0,18,1.0
-0.3,0.5333333333333333,2.6,90.0,5.4,-1.7,0.0,1.1666666666666667,10.0,19,1.0
-0.5,0.9666666666666666,2.2,91.0,5.4,-1.7,0.0,1.6333333333333333,10.0,20,1.0
-0.4,1.4,2.5,93.0,5.6,-1.3,0.0,2.1,10.0,21,1.0
-0.3,0.9666666666666666,2.3,92.0,5.5,-1.4,0.0,1.4166666666666663,10.0,22,1.0
0.0,0.5333333333333333,2.0,91.0,5.6,-1.2,0.0,0.7333333333333332,10.0,23,1.0
0.6,0.1,1.7,88.0,5.6,-1.1,0.0,0.05,10.0,0,1.0
1.0,0.4,1.7,87.0,5.7,-0.9,0.0,0.0,10.0,1,1.0
1.1,0.7,1.1,90.0,6.0,-0.3,0.0,0.0,10.0,2,1.0
1.3,1.1666666666666667,2.1,93.0,6.2,0.2,0.0,0.0,10.0,4,1.0
1.3,1.3333333333333333,2.9,93.0,6.2,0.2,0.0,0.0,10.0,5,1.0
1.6,1.5,1.9,92.0,6.3,0.4,0.0,0.0,10.0,6,1.0
2.0,2.833333333333333,2.6,93.0,6.5,0.9,0.0,0.0,10.0,8,1.0
4.8,0.0,1.4,89.0,7.6,3.1,0.0,0.0,8.0,5,1.0
3.9,0.5666666666666667,2.8,82.0,6.6,1.1,0.0,0.0,10.0,1,1.0
-4.0,0.0,3.1,31.0,1.4,-18.6,1.64,0.0,0.0,14,1.0
-4.0,0.0166666666666666,2.3,49.0,2.2,-13.1,0.0,0.0,5.0,19,1.0
-3.6,0.05,1.8,57.0,2.7,-10.9,0.0,0.0,9.0,21,1.0
-3.9,0.1666666666666666,2.0,70.0,3.2,-8.5,0.0,0.4333333333333333,9.0,22,1.0
-4.2,0.2833333333333334,1.8,79.0,3.5,-7.3,0.0,0.8666666666666667,9.0,23,1.0
-4.1,0.4,0.6,82.0,3.7,-6.7,0.0,1.3,9.0,0,1.0
-4.0,0.4666666666666667,0.9,84.0,3.8,-6.3,0.0,1.6,9.0,1,1.0
-4.1,0.5333333333333333,1.3,86.0,3.9,-6.0,0.0,1.9,9.0,2,1.0
-4.0,0.6,1.4,88.0,4.0,-5.6,0.0,2.2,9.0,3,1.0
-4.2,0.2666666666666666,1.2,88.0,4.0,-5.8,0.0,0.8666666666666669,4.0,5,1.0
-4.5,0.1,1.1,89.0,3.9,-6.0,0.0,0.2,3.0,6,1.0
-4.7,0.0,1.2,90.0,3.9,-6.0,0.0,0.0,2.0,7,1.0
-4.7,0.0,1.2,89.0,3.8,-6.2,0.0,0.0,4.0,8,1.0
-0.4,0.0,1.5,54.0,3.2,-8.5,1.47,0.0,0.0,12,1.0
1.4,0.0,3.9,29.0,2.0,-14.7,1.62,0.0,0.0,14,1.0
3.0,0.0,1.8,30.0,2.3,-12.9,0.67,0.0,0.0,16,1.0
0.4,0.0,1.3,59.0,3.7,-6.6,0.0,0.0,4.666666666666667,22,1.0
0.1,0.0,2.1,62.0,3.8,-6.3,0.0,0.0,8.0,0,1.0
0.0,0.0,2.3,63.0,3.8,-6.2,0.0,0.0,8.333333333333334,1,1.0
0.0,0.0,2.4,64.0,3.9,-6.0,0.0,0.0,8.666666666666666,2,1.0
0.0,0.0,2.4,65.0,4.0,-5.8,0.0,0.0,9.0,3,1.0
3.9,0.0333333333333333,0.9,80.0,6.4,0.7,0.51,0.0,8.0,14,1.0
5.4,0.0,2.2,67.0,6.0,-0.2,0.0,0.0,7.666666666666667,20,1.0
1.6,0.0333333333333333,4.2,65.0,4.5,-4.2,0.0,0.0,7.0,5,1.0
-5.9,0.0,2.6,36.0,1.4,-18.6,0.0,0.0,0.0,1,1.0
-7.6,0.0,2.1,50.0,1.7,-16.2,0.0,0.0,0.0,8,1.0
-1.3,0.0,0.0,58.0,3.2,-8.5,0.0,0.0,7.0,0,1.0
-1.5,0.0,2.0,59.0,3.2,-8.4,0.0,0.0,5.666666666666667,2,1.0
-3.0,0.0,1.2,70.0,3.4,-7.7,0.0,0.0,8.0,8,1.0
-0.4,0.0,4.0,67.0,4.0,-5.7,0.0,0.0,7.666666666666667,1,1.0
-3.4,0.0,3.7,33.0,1.6,-17.4,1.24,0.0,0.0,15,1.0
-0.6,0.0,1.7,37.0,2.2,-13.5,0.0,0.0,0.0,18,1.0
-3.5,0.0,1.2,58.0,2.8,-10.5,0.0,0.0,0.0,2,1.0
-1.9,0.0,1.7,54.0,2.9,-9.9,0.12,0.0,3.0,9,1.0
-8.3,0.0,1.5,45.0,1.5,-18.1,0.22,0.0,0.0,9,1.0
-4.4,0.0,1.1,51.0,2.3,-13.0,0.0,0.0,2.0,21,1.0
-3.2,0.0,1.8,56.0,2.7,-10.7,0.0,0.0,9.0,0,1.0
-7.9,0.0,2.8,30.0,1.0,-22.4,0.0,0.0,0.0,21,1.0
-2.9,0.0333333333333333,1.9,51.0,2.5,-11.6,0.0,0.0333333333333333,9.0,1,1.0
-3.7,0.1,1.1,71.0,3.3,-8.2,0.0,0.1,9.0,3,1.0
-3.8,0.1333333333333333,1.9,67.0,3.1,-9.0,0.0,0.1666666666666666,9.0,4,1.0
-3.9,0.1666666666666666,1.8,69.0,3.2,-8.7,0.0,0.2333333333333333,9.0,5,1.0
-4.4,0.2,2.3,78.0,3.5,-7.6,0.0,0.3,9.0,6,1.0
-4.3,0.4,2.9,78.0,3.5,-7.5,0.0,0.8,9.0,7,1.0
-4.3,0.6000000000000001,2.4,80.0,3.6,-7.2,0.0,1.3,9.0,8,1.0
-4.7,0.8,2.8,87.0,3.8,-6.5,0.0,1.8,9.0,9,1.0
-4.3,1.2666666666666668,2.0,89.0,4.0,-5.8,0.05,2.1666666666666665,9.0,10,1.0
-3.7,1.7333333333333334,1.8,87.0,4.1,-5.5,0.2,2.533333333333333,9.0,11,1.0
-2.9,2.2,2.5,83.0,4.1,-5.3,0.41,2.9,9.0,12,1.0
-1.4,0.0,1.9,78.0,4.3,-4.7,0.91,0.0,7.0,13,1.0
-0.3,0.0,0.9,74.0,4.4,-4.3,1.06,0.0,7.0,14,1.0
-2.3,0.0,2.0,85.0,4.4,-4.4,0.0,0.0,3.0,21,1.0
-2.6,0.0,1.8,87.0,4.4,-4.4,0.0,0.0,3.0,22,1.0
-2.9,0.0,2.2,88.0,4.3,-4.6,0.0,0.0,3.0,23,1.0
-3.4,0.0,1.7,88.0,4.2,-5.1,0.0,0.0,3.0,0,1.0
-3.9,0.0,1.8,88.0,4.1,-5.5,0.0,0.0,3.0,2,1.0
-4.1,0.0,1.3,89.0,4.0,-5.6,0.0,0.0,3.0,3,1.0
-4.7,0.0,2.8,89.0,3.8,-6.2,0.0,0.0,2.0,5,1.0
-5.5,0.0,2.0,90.0,3.7,-6.8,0.0,0.0,0.0,7,1.0
-5.8,0.0,3.4,90.0,3.6,-7.1,0.0,0.0,0.0,8,1.0
-3.4,0.0,2.7,80.0,3.8,-6.3,0.69,0.0,0.0,10,1.0
2.5,0.0,2.6,59.0,4.3,-4.7,1.18,0.0,0.0,15,1.0
1.0,0.0,2.6,69.0,4.5,-4.0,0.0,0.0,0.0,18,1.0
0.0,0.0,2.5,76.0,4.6,-3.7,0.0,0.0,1.3333333333333333,22,1.0
0.4,0.0,1.7,75.0,4.7,-3.5,0.0,0.0,5.333333333333333,1,1.0
0.6,0.0,2.5,72.0,4.6,-3.8,0.0,0.0,9.0,4,1.0
1.1,0.0333333333333333,2.3,71.0,4.7,-3.5,0.0,0.0,10.0,8,1.0
6.5,0.0333333333333333,7.3,70.0,6.8,1.4,0.0,0.0,10.0,20,1.0
-0.2,0.0,6.9,74.0,4.5,-4.2,0.0,0.0,9.0,22,1.0
-9.9,0.0333333333333333,2.5,44.0,1.3,-19.8,0.0,0.0,8.0,5,1.0
-10.1,0.05,2.0,69.0,2.0,-14.7,0.0,0.0,9.0,6,1.0
-10.5,0.7000000000000001,1.6,84.0,2.3,-12.6,0.0,1.1666666666666667,9.0,7,1.0
-10.3,1.35,1.9,84.0,2.4,-12.4,0.0,2.333333333333333,8.0,8,1.0
-10.2,2.0,1.4,82.0,2.3,-12.6,0.01,3.5,3.0,9,1.0
-7.9,0.0,2.6,60.0,2.0,-14.3,0.58,0.0,2.0,11,1.0
-7.1,0.0,3.8,52.0,1.9,-15.3,0.77,0.0,1.0,12,1.0
-6.2,0.0,5.7,53.0,2.0,-14.2,1.72,0.0,4.0,14,1.0
-5.9,0.0,4.3,50.0,2.0,-14.6,1.32,0.0,1.0,15,1.0
-5.5,0.0,3.0,51.0,2.1,-14.0,1.05,0.0,1.0,16,1.0
-5.7,0.0,3.0,56.0,2.3,-13.0,0.51,0.0,4.0,17,1.0
-6.6,0.0,2.5,55.0,2.1,-14.1,0.04,0.0,1.0,18,1.0
-7.0,0.0166666666666666,2.2,60.0,2.2,-13.4,0.0,0.0,4.5,19,1.0
-7.0,0.0333333333333333,2.0,68.0,2.5,-11.9,0.0,0.0,8.0,20,1.0
-7.3,0.05,1.4,75.0,2.7,-10.9,0.0,0.0,7.0,21,1.0
-7.3,0.05,1.7,77.0,2.7,-10.6,0.0,0.0,4.0,22,1.0
-8.1,0.0,2.0,78.0,2.6,-11.2,0.0,0.0,3.6666666666666665,1,1.0
-8.6,0.0,0.9,73.0,2.3,-12.5,0.0,0.0,3.333333333333333,2,1.0
-9.1,0.0,1.4,62.0,1.9,-15.0,0.0,0.0,3.0,5,1.0
-9.0,0.0,1.8,62.0,1.9,-14.9,0.0,0.0,2.0,7,1.0
-8.7,0.0,1.4,64.0,2.0,-14.2,0.0,0.0,0.0,8,1.0
-3.2,0.0,1.3,45.0,2.2,-13.4,1.43,0.0,2.0,11,1.0
0.1,0.0,3.8,37.0,2.3,-12.9,0.0,0.0,2.0,18,1.0
-1.1,0.0,3.3,52.0,2.9,-9.7,0.0,0.0,2.0,19,1.0
-2.4,0.0166666666666666,2.3,72.0,3.7,-6.7,0.0,0.0666666666666666,2.0,22,1.0
-3.1,0.05,3.5,86.0,4.2,-5.1,0.0,0.2,6.0,0,1.0
-4.1,0.0,1.4,85.0,3.8,-6.2,0.0,0.0,1.0,4,1.0
-4.5,0.0,0.9,84.0,3.7,-6.7,0.0,0.0,8.0,6,1.0
-1.5,0.0,3.3,42.0,2.3,-12.7,1.95,0.0,2.0,12,1.0
-4.7,0.0,0.8,56.0,2.4,-12.1,0.0,0.0,0.0,22,1.0
-5.3,0.0,0.4,57.0,2.3,-12.5,0.0,0.0,0.0,0,1.0
0.2,0.0,1.3,52.0,3.2,-8.5,0.0,0.0,0.0,20,1.0
-0.7,0.0,1.7,54.0,3.1,-8.8,0.0,0.0,5.0,5,1.0
3.6,0.0,0.6,29.0,2.3,-12.8,0.0,0.0,0.6666666666666666,22,1.0
5.2,0.0,3.9,58.0,5.1,-2.4,0.0,0.0,1.0,20,1.0
3.8,0.0,2.5,61.0,4.9,-3.0,0.0,0.0,0.0,4,1.0
0.6,0.1666666666666666,2.7,82.0,5.2,-2.1,0.0,0.1666666666666666,10.0,4,1.0
0.3,0.2833333333333333,2.9,57.0,3.6,-7.2,0.0,0.35,10.0,7,1.0
-5.6,0.0,4.1,42.0,1.7,-16.5,0.0,0.0,3.0,22,1.0
-1.0,0.4333333333333333,2.5,89.0,5.1,-2.5,0.0,0.6,10.0,4,1.0
-0.9,0.5666666666666667,2.6,88.0,5.0,-2.6,0.0,0.8500000000000001,10.0,5,1.0
-0.8,0.7,2.7,88.0,5.1,-2.5,0.0,1.1,10.0,6,1.0
-0.7,0.0,3.1,88.0,5.1,-2.4,0.0,0.0,7.0,7,1.0
-0.6,0.0,3.1,86.0,5.0,-2.6,0.0,0.0,4.0,8,1.0
-0.4,0.0,4.7,74.0,4.4,-4.4,0.33,0.0,5.0,9,1.0
0.8,2.833333333333333,1.5,92.0,6.0,-0.3,0.0,0.1999999999999999,10.0,8,1.0
17.8,4.5,1.9,89.0,18.1,15.9,0.0,0.0,6.0,0,1.0
4.7,0.1666666666666666,3.4,86.0,7.3,2.5,0.14,0.0,10.0,11,1.0
1.8,0.1,1.6,78.0,5.4,-1.6,0.48,0.0,10.0,13,1.0
-1.8,0.0,1.9,50.0,2.7,-10.8,0.0,0.0,0.0,6,1.0
-7.8,0.0,1.6,42.0,1.4,-18.5,0.0,0.0,0.0,2,1.0
-5.7,0.0,4.8,42.0,1.7,-16.5,0.0,0.0,1.6666666666666663,19,1.0
-11.4,0.0,2.8,48.0,1.2,-20.2,0.0,0.0,0.0,5,1.0
-10.0,0.0,4.6,56.0,1.6,-17.1,0.0,0.0,1.0,3,1.0
-7.9,0.0,4.1,35.0,1.2,-20.7,1.4,0.0,0.0,11,1.0
-5.7,0.0166666666666666,1.7,55.0,2.2,-13.3,0.63,0.0,2.0,10,1.0
-3.5,0.0333333333333333,1.0,50.0,2.4,-12.4,1.19,0.0,2.0,11,1.0
-2.2,0.05,2.4,57.0,3.0,-9.5,1.47,0.0,5.0,12,1.0
-2.6,0.05,3.1,59.0,3.0,-9.5,1.13,0.0,7.0,13,1.0
-5.7,0.0,2.1,41.0,1.6,-16.8,0.0,0.0,0.0,22,1.0
5.4,0.0,0.8,69.0,6.2,0.1,0.0,0.0,9.0,23,1.0
1.8,0.0,0.7,69.0,4.8,-3.2,0.0,0.0,2.0,23,1.0
1.6,0.0,0.7,70.0,4.8,-3.2,0.0,0.0,2.0,0,1.0
-0.7,0.0,1.6,81.0,4.7,-3.5,0.0,0.0,3.0,5,1.0
3.3,1.5,3.3,87.0,6.7,1.3,0.08,0.0,10.0,15,1.0
1.6,0.0,3.3,63.0,4.3,-4.6,0.0,0.0,3.0,18,1.0
-0.7,0.1999999999999999,6.4,70.0,4.1,-5.5,0.0,0.1999999999999999,9.0,20,1.0
-2.7,0.3,4.3,88.0,4.4,-4.4,0.0,0.3,10.0,21,1.0
-2.9,0.2333333333333333,5.1,68.0,3.4,-7.9,0.0,0.1,6.0,22,1.0
-3.6,0.1666666666666666,4.5,81.0,3.8,-6.3,0.0,0.1,9.0,23,1.0
-4.6,0.1,4.9,67.0,2.9,-9.8,0.0,0.1,6.0,0,1.0
-5.8,0.0,3.6,76.0,3.0,-9.3,0.0,0.0,6.0,1,1.0
-6.5,0.0,4.8,70.0,2.6,-11.0,0.0,0.0,5.0,2,1.0
-7.4,0.0,5.2,61.0,2.1,-13.6,0.0,0.0,2.0,3,1.0
-10.8,0.0,1.3,63.0,1.7,-16.4,0.0,0.0,0.0,8,1.0
-8.2,0.0,3.4,48.0,1.6,-17.2,1.63,0.0,0.0,12,1.0
-5.6,0.0,2.7,43.0,1.7,-16.2,1.35,0.0,0.0,15,1.0
-5.6,0.0,3.3,43.0,1.7,-16.2,0.85,0.0,0.0,16,1.0
-6.3,0.0,3.7,45.0,1.7,-16.3,0.31,0.0,0.0,17,1.0
-6.9,0.0,3.0,47.0,1.7,-16.3,0.01,0.0,0.0,18,1.0
-7.0,0.0,3.2,46.0,1.7,-16.6,0.0,0.0,0.0,19,1.0
-7.8,0.0,2.3,49.0,1.7,-16.6,0.0,0.0,0.0,22,1.0
-8.1,0.0,3.3,52.0,1.7,-16.2,0.0,0.0,0.0,23,1.0
-8.5,0.0,1.3,52.0,1.7,-16.6,0.0,0.0,0.0,0,1.0
-8.5,0.0,1.1,48.0,1.6,-17.5,0.0,0.0,0.6666666666666666,1,1.0
-9.0,0.0,1.6,51.0,1.6,-17.3,0.0,0.0,1.3333333333333333,2,1.0
-9.3,0.0,1.8,52.0,1.6,-17.3,0.0,0.0,2.0,3,1.0
-8.8,0.0,1.7,48.0,1.5,-17.8,0.0,0.0,4.0,4,1.0
-8.7,0.0,1.5,52.0,1.6,-16.8,0.0,0.0,2.0,5,1.0
-8.6,0.0,2.6,54.0,1.7,-16.2,0.0,0.0,2.0,7,1.0
-8.9,0.0,1.5,53.0,1.7,-16.7,0.18,0.0,5.0,9,1.0
-5.7,0.0,2.4,36.0,1.4,-18.4,1.01,0.0,8.0,12,1.0
-5.7,0.3333333333333333,3.0,41.0,1.6,-16.8,0.59,0.3999999999999999,10.0,13,1.0
-7.3,0.6666666666666666,3.6,89.0,3.1,-8.8,0.15,0.7999999999999999,10.0,14,1.0
-7.4,1.0,2.8,91.0,3.2,-8.6,0.13,1.2,10.0,15,1.0
-6.9,1.0333333333333334,1.6,91.0,3.3,-8.1,0.1,1.2333333333333334,10.0,16,1.0
-6.6,1.0666666666666669,1.1,92.0,3.5,-7.6,0.03,1.2666666666666666,10.0,17,1.0
-6.8,0.7666666666666668,1.8,91.0,3.3,-8.0,0.0,0.9000000000000001,5.0,19,1.0
-7.0,0.4333333333333334,1.1,90.0,3.3,-8.3,0.0,0.5000000000000001,3.5,20,1.0
-7.5,0.1,2.5,88.0,3.1,-9.1,0.0,0.1,2.0,21,1.0
-8.3,0.0,3.5,89.0,2.9,-9.7,0.0,0.0,1.6666666666666667,22,1.0
-8.8,0.0,3.1,89.0,2.8,-10.2,0.0,0.0,1.3333333333333337,23,1.0
-9.0,0.0,1.5,89.0,2.8,-10.4,0.0,0.0,1.0,0,1.0
-9.2,0.0,2.5,88.0,2.7,-10.8,0.0,0.0,1.3333333333333333,1,1.0
-9.5,0.0,3.8,76.0,2.3,-12.9,0.0,0.0,1.6666666666666663,2,1.0
-9.8,0.0,2.1,80.0,2.3,-12.6,0.0,0.0,2.0,3,1.0
-10.0,0.0,2.2,74.0,2.1,-13.7,0.0,0.0,1.0,4,1.0
-10.5,0.0,1.1,81.0,2.2,-13.1,0.0,0.0,0.0,5,1.0
-10.4,0.0,1.6,78.0,2.2,-13.5,0.0,0.0,0.0,6,1.0
-10.7,0.0,2.1,79.0,2.1,-13.6,0.0,0.0,0.0,7,1.0
-10.7,0.0,1.9,75.0,2.0,-14.2,0.0,0.0,0.0,8,1.0
-10.3,0.0,1.5,71.0,2.0,-14.5,0.33,0.0,0.0,9,1.0
-9.2,0.0,2.1,57.0,1.7,-16.1,1.14,0.0,0.0,10,1.0
-8.8,0.0,3.7,49.0,1.5,-17.6,1.67,0.0,0.0,11,1.0
-7.0,0.0,2.6,37.0,1.3,-19.2,1.88,0.0,0.0,13,1.0
-5.7,0.0,2.7,36.0,1.4,-18.4,1.44,0.0,0.0,15,1.0
-5.6,0.0,3.3,33.0,1.3,-19.3,0.95,0.0,0.0,16,1.0
-6.6,0.0,3.1,37.0,1.4,-18.9,0.35,0.0,0.0,17,1.0
-7.2,0.0,1.9,46.0,1.6,-16.8,0.01,0.0,0.0,18,1.0
-7.7,0.0,0.7,52.0,1.8,-15.8,0.0,0.0,0.0,20,1.0
-8.2,0.0,1.5,57.0,1.9,-15.2,0.0,0.0,0.0,21,1.0
-8.1,0.0,0.8,59.0,2.0,-14.7,0.0,0.0,0.0,22,1.0
-8.6,0.0,1.3,62.0,2.0,-14.5,0.0,0.0,0.0,23,1.0
-9.9,0.0,2.1,70.0,2.0,-14.3,0.0,0.0,0.0,4,1.0
-9.0,0.0,3.9,51.0,1.6,-17.3,0.0,0.0,0.0,8,1.0
-2.9,0.1,2.8,86.0,4.2,-4.9,0.0,0.1,10.0,18,1.0
-1.2,0.05,2.1,76.0,4.3,-4.8,0.0,0.0,7.0,21,1.0
-0.8,0.3,1.9,75.0,4.3,-4.6,0.0,0.0666666666666666,8.5,22,1.0
0.1,0.55,1.8,86.0,5.3,-1.9,0.0,0.1333333333333333,10.0,23,1.0
1.6,0.8,2.3,90.0,6.2,0.1,0.0,0.2,10.0,0,1.0
0.7,0.05,3.4,75.0,4.8,-3.2,0.0,0.0333333333333333,9.0,4,1.0
0.1,0.05,3.2,77.0,4.8,-3.4,0.0,0.0666666666666666,9.0,5,1.0
-0.6,0.05,3.7,85.0,5.0,-2.8,0.0,0.1,10.0,6,1.0
-1.1,0.1333333333333333,3.8,89.0,5.0,-2.6,0.0,0.2333333333333333,10.0,7,1.0
-2.1,0.2166666666666666,4.9,85.0,4.5,-4.2,0.0,0.3666666666666667,10.0,8,1.0
-2.7,0.3,4.5,73.0,3.7,-6.8,0.12,0.5,8.0,9,1.0
-3.5,0.0,4.8,62.0,2.9,-9.7,0.8,0.0,8.0,11,1.0
-3.8,0.0,4.0,64.0,3.0,-9.6,0.43,0.0,8.0,12,1.0
-3.7,0.0,4.6,57.0,2.7,-10.9,1.27,0.0,5.0,14,1.0
-5.6,0.0,4.5,58.0,2.3,-12.5,0.01,0.0,0.0,18,1.0
-6.1,0.0,5.1,58.0,2.3,-13.0,0.0,0.0,0.0,19,1.0
-7.4,0.0,5.6,65.0,2.3,-12.8,0.0,0.0,0.0,21,1.0
-8.5,0.0,4.5,66.0,2.1,-13.7,0.0,0.0,0.6666666666666666,22,1.0
-9.0,0.0,3.3,67.0,2.1,-14.0,0.0,0.0,1.3333333333333333,23,1.0
-9.6,0.0,4.4,66.0,2.0,-14.7,0.0,0.0,1.3333333333333337,1,1.0
-9.8,0.0,4.0,66.0,1.9,-14.9,0.0,0.0,0.6666666666666667,2,1.0
-10.1,0.0,3.0,67.0,1.9,-15.0,0.0,0.0,0.0,3,1.0
-11.8,0.0,3.4,53.0,1.3,-19.4,0.0,0.0,0.0,6,1.0
-12.4,0.0,4.2,48.0,1.1,-21.1,0.78,0.0,0.0,10,1.0
-11.5,0.0,3.4,42.0,1.1,-21.8,1.32,0.0,0.0,11,1.0
-9.7,0.0,4.9,31.0,0.9,-23.7,1.82,0.0,0.0,13,1.0
-9.0,0.0,5.7,31.0,1.0,-23.0,1.72,0.0,0.0,14,1.0
-8.8,0.0,5.0,34.0,1.1,-21.8,0.89,0.0,0.0,16,1.0
-9.5,0.0,4.0,36.0,1.1,-21.8,0.37,0.0,0.0,17,1.0
-10.0,0.0,4.0,39.0,1.1,-21.3,0.01,0.0,0.0,18,1.0
-10.3,0.0,4.1,40.0,1.1,-21.3,0.0,0.0,0.0,19,1.0
-10.7,0.0,1.9,47.0,1.3,-19.8,0.0,0.0,0.0,20,1.0
-11.1,0.0,2.1,48.0,1.3,-19.9,0.0,0.0,0.0,21,1.0
-11.6,0.0,2.5,49.0,1.2,-20.1,0.0,0.0,0.0,22,1.0
-11.7,0.0,2.2,54.0,1.4,-19.1,0.0,0.0,0.0,23,1.0
-11.5,0.0,3.1,48.0,1.2,-20.3,0.0,0.0,0.0,0,1.0
-11.0,0.0,1.2,45.0,1.2,-20.6,0.0,0.0,0.0,1,1.0
-11.1,0.0,1.7,46.0,1.2,-20.4,0.0,0.0,0.0,2,1.0
-12.1,0.0,1.6,54.0,1.3,-19.5,0.0,0.0,0.0,3,1.0
-12.3,0.0,1.4,53.0,1.3,-19.9,0.0,0.0,0.0,4,1.0
-12.4,0.0,1.6,54.0,1.3,-19.8,0.0,0.0,0.0,5,1.0
-11.7,0.0,1.6,43.0,1.1,-21.7,0.25,0.0,0.0,9,1.0
-5.4,0.0,1.2,35.0,1.4,-18.4,1.45,0.0,7.0,13,1.0
-3.7,0.0,1.7,39.0,1.8,-15.6,1.2,0.0,5.0,15,1.0
-4.6,0.0,1.7,43.0,1.9,-15.3,0.25,0.0,0.0,17,1.0
-5.3,0.0,2.6,46.0,1.9,-15.1,0.01,0.0,3.0,18,1.0
-4.5,0.0,3.0,58.0,2.5,-11.5,0.0,0.0,10.0,0,1.0
-4.7,0.0333333333333333,3.5,67.0,2.9,-9.9,0.0,0.0666666666666666,10.0,1,1.0
-4.7,0.0666666666666666,2.8,72.0,3.1,-8.9,0.0,0.1333333333333333,10.0,2,1.0
-4.8,0.1,3.2,84.0,3.6,-7.0,0.0,0.2,10.0,3,1.0
-4.2,0.1,3.1,83.0,3.7,-6.6,0.0,0.2,10.0,5,1.0
-3.9,0.1,2.9,84.0,3.8,-6.2,0.0,0.2,10.0,6,1.0
-3.2,0.6333333333333333,1.8,86.0,4.2,-5.2,0.0,0.5333333333333333,10.0,8,1.0
-3.4,0.9,2.4,90.0,4.3,-4.8,0.0,0.7,10.0,9,1.0
-2.9,0.7,1.9,87.0,4.3,-4.7,0.06,0.6333333333333333,10.0,10,1.0
-2.8,0.4999999999999999,1.2,89.0,4.4,-4.3,0.1,0.5666666666666667,10.0,11,1.0
-2.1,0.3,0.8,84.0,4.4,-4.4,0.22,0.5,10.0,12,1.0
-0.1,0.0,2.2,77.0,4.7,-3.6,0.9,0.0,9.0,14,1.0
-0.4,0.0,4.4,77.0,4.6,-3.9,0.65,0.0,2.0,16,1.0
-2.5,0.0,3.6,63.0,3.2,-8.5,0.01,0.0,0.0,18,1.0
-3.1,0.0,3.1,60.0,2.9,-9.7,0.0,0.0,0.0,19,1.0
-7.4,0.0,3.6,65.0,2.3,-12.8,0.0,0.0,0.0,0,1.0
